initial_position,initial_velocity,mass,time,location
6089,69,186,31,3509.49
9672,93,6,72,-9085.440000000002
8394,18,221,21,6606.6900000000005
7090,77,375,6,7375.24
5302,67,889,4,5491.44
8243,56,47,46,429.4400000000005
1348,5,481,34,-4157.96
1542,41,716,41,-5030.710000000001
2909,51,916,72,-18872.440000000002
9861,8,733,14,9010.64
4668,54,795,70,-15611.0
1567,88,517,98,-36964.64
3847,93,891,77,-18103.39
2028,56,134,37,-2621.79
4393,8,424,19,2772.49
5123,52,265,56,-7362.76
7421,41,638,97,-34800.19
8116,80,434,54,-1881.5600000000013
7908,58,63,96,-31774.559999999998
4279,99,60,10,4778.0
2141,77,859,42,-3286.24
9141,28,607,46,39.44000000000051
9721,20,622,65,-9723.75
7220,46,800,85,-24344.75
7191,87,180,75,-13902.75
3654,13,210,56,-11015.76
2841,83,457,23,2152.61
6350,94,954,68,-9961.84
4740,15,856,61,-12615.11
4313,44,58,86,-28217.36
8197,89,726,16,8364.04
1306,34,9,64,-16629.36
7343,42,583,10,7272.0
7898,13,610,19,6372.49
7294,26,510,12,6898.96
6914,4,460,6,6761.24
4203,65,898,3,4353.81
6961,65,541,54,-3846.5600000000013
5674,17,449,20,4050.0
9813,43,683,12,9621.96
5608,74,945,22,4859.5599999999995
3541,13,952,96,-40461.56
8911,6,973,68,-13384.84
7042,60,41,31,4183.49
948,95,380,27,-66.39000000000033
3915,8,890,12,3303.96
5314,6,378,30,1075.0
3221,79,973,73,-17177.39
276,88,14,13,590.2099999999999
3280,7,332,96,-41298.56
4781,18,43,95,-37821.75
4427,86,670,90,-27604.0
9345,36,387,9,9271.29
6224,27,26,34,1466.04
4206,87,67,11,4568.89
8917,21,753,75,-17126.75
1164,88,233,10,1553.0
8228,43,90,53,-3285.1900000000005
2380,51,378,22,1125.56
2500,79,963,49,-5417.91
8103,92,102,96,-28315.559999999998
190,79,955,98,-39223.64
1387,47,818,96,-39351.56
3009,93,81,40,-1127.0
5692,91,708,11,6098.89
4313,19,742,5,4285.25
8468,37,895,42,1360.7600000000002
2330,68,361,8,2559.76
3933,34,416,87,-30272.79
8104,87,440,2,8258.36
1672,99,372,3,1924.81
4649,29,239,22,2910.56
9739,53,166,2,9825.36
2369,55,144,89,-31628.11
1622,80,714,1,1697.09
8183,19,987,7,8075.41
1316,82,74,77,-21481.39
8380,66,766,7,8601.41
8859,12,805,45,-543.75
8467,51,275,35,4237.25
4830,98,415,13,5274.21
2857,5,82,28,-852.44
8790,3,437,49,-2851.91
4318,80,503,84,-23606.96
598,67,546,59,-12540.71
2281,53,765,61,-12756.11
8992,77,816,71,-10292.310000000001
3104,29,182,47,-6379.1900000000005
5063,10,21,51,-7197.91
139,77,6,15,189.25
9516,18,109,38,3109.96
196,13,553,86,-35000.36
3975,30,636,71,-18646.31
3043,56,109,69,-16469.510000000002
6491,62,165,48,-1845.6399999999994
1680,78,869,47,-5500.1900000000005
5993,20,187,36,349.6399999999994
9792,78,812,4,10025.44
8714,90,510,5,9041.25
7660,33,704,26,5198.84
428,24,943,8,305.76
7184,10,632,63,-11673.79
8806,8,684,77,-19689.39
3065,62,731,78,-21971.440000000002
5827,95,963,45,159.25
766,54,884,62,-14760.04
5989,87,9,75,-15104.75
9373,22,450,14,8718.64
5104,40,746,38,-466.03999999999996
5600,68,189,92,-29702.239999999998
1856,63,631,56,-10013.76
9476,94,859,35,6751.25
6468,4,266,47,-4190.1900000000005
9278,78,733,24,8321.84
4392,5,211,97,-41321.19
8635,2,247,93,-33645.590000000004
8356,78,765,56,-2673.76
6501,45,881,2,6571.36
5889,60,444,9,6031.29
8332,36,726,86,-24886.36
4346,28,748,93,-35516.590000000004
335,11,495,26,-2698.1600000000003
9294,35,10,62,-7410.040000000001
5160,77,779,37,1287.21
7980,35,596,47,-1221.1900000000005
9550,59,739,72,-11655.440000000002
7666,31,67,43,-79.59000000000015
8006,11,894,87,-28200.79
9966,44,672,15,9521.25
3465,21,811,71,-19795.31
4657,35,906,28,1787.56
4272,50,427,78,-21700.440000000002
434,48,461,2,510.36
2823,71,162,52,-6761.640000000001
5170,38,647,25,3051.25
6266,16,631,26,3362.8399999999997
2017,89,926,17,2111.01
5971,32,340,54,-6618.560000000001
3270,60,38,35,-644.75
8728,21,942,49,-2031.9099999999999
641,26,106,32,-3554.84
6296,6,8,94,-36524.76
7492,27,580,43,-425.59000000000015
8766,49,45,8,8843.76
4457,9,297,48,-6423.639999999999
4289,76,833,49,-3775.91
2164,98,277,78,-20064.440000000002
8010,20,325,23,5872.610000000001
4682,98,926,40,746.0
9967,56,678,24,8482.84
6651,21,257,85,-27038.75
1644,57,189,27,-396.3900000000003
6139,64,317,61,-8227.11
8634,5,907,54,-5413.560000000001
755,53,646,59,-13209.71
7008,38,825,67,-12486.990000000002
3992,73,543,41,-1268.710000000001
1206,87,642,24,465.84000000000015
1683,57,233,2,1777.36
8189,98,343,67,-7285.990000000002
8261,6,811,43,-559.5900000000001
4147,52,372,40,-1629.0
2429,63,137,71,-17849.31
2894,92,691,31,1027.4899999999998
451,63,180,44,-6282.76
4821,5,927,23,2338.61
2844,78,486,7,3149.41
1840,98,155,88,-27559.04
9051,52,100,28,6657.5599999999995
435,59,534,61,-14236.11
225,52,136,84,-30051.96
2532,47,950,12,2388.96
7335,67,806,7,7563.41
4015,6,801,24,1330.8400000000001
558,98,437,67,-14916.990000000002
1164,65,968,45,-5853.75
9853,65,529,54,-954.5600000000013
3210,64,45,60,-10626.0
4013,65,883,27,2188.6099999999997
7322,46,624,57,-6008.59
611,3,916,21,-1491.31
4303,77,331,92,-30171.239999999998
7278,73,625,81,-19023.510000000002
4792,71,420,97,-34519.19
9530,42,796,7,9583.41
3807,99,591,29,2548.6899999999996
9076,33,458,20,7772.0
1131,11,482,62,-17061.04
5224,19,874,72,-18861.440000000002
1858,19,654,40,-5238.0
1521,48,942,93,-36481.590000000004
5720,62,884,5,5907.25
2063,75,340,89,-30154.11
1754,66,139,89,-31264.11
4324,48,754,48,-4684.639999999999
4279,86,814,3,4492.81
6739,42,214,20,5615.0
2625,85,936,81,-22704.510000000002
8220,53,483,65,-9079.75
3261,37,506,7,3279.41
4268,31,478,12,3932.96
9903,65,356,31,7199.49
9728,28,665,47,197.8099999999995
9098,1,932,82,-23834.840000000004
7397,87,609,61,-5566.110000000001
9575,61,756,68,-8980.84
4764,54,527,56,-7609.76
861,15,761,38,-5659.04
7032,76,306,87,-23519.79
7490,25,409,82,-23474.840000000004
8538,10,528,12,7950.96
3175,30,445,96,-39195.56
3385,86,550,59,-8632.71
2400,14,64,63,-16205.79
2789,50,177,99,-40383.91
4880,10,920,86,-30574.36
6150,79,845,77,-16878.39
8467,69,135,10,8666.0
7507,39,205,55,-5200.75
7753,40,260,3,7828.81
2920,48,191,12,2788.96
1605,12,358,13,931.2099999999999
5213,21,468,84,-27667.96
7948,24,998,9,7766.29
4539,84,354,67,-11873.990000000002
7059,80,288,39,2710.8899999999994
7705,13,90,37,1464.21
8317,67,77,68,-9830.84
2095,59,862,82,-26081.840000000004
9091,15,727,91,-30203.71
3976,63,489,87,-27706.79
2729,7,650,61,-15114.11
4124,50,476,99,-39048.91
5910,41,11,53,-5709.1900000000005
541,35,886,63,-16741.79
4644,98,947,65,-9730.75
196,13,193,67,-20973.99
3282,73,871,51,-5765.91
4164,9,233,75,-22779.75
4098,53,864,31,1022.4899999999998
7126,42,360,11,6993.89
995,9,792,82,-31281.840000000004
3582,54,633,24,2049.84
4043,11,783,12,3467.96
5375,52,994,60,-9181.0
7458,15,830,74,-18319.16
6393,58,910,8,6542.76
935,10,715,90,-37936.0
7943,23,702,28,4737.5599999999995
921,27,51,66,-18684.96
956,68,771,18,589.1599999999999
5036,61,229,11,5112.89
5111,14,736,15,4216.25
7041,87,997,46,653.4400000000005
7643,93,594,43,2563.41
522,10,144,59,-15979.71
4070,70,737,31,1521.4899999999998
7547,41,872,89,-27696.11
4344,65,918,38,-276.03999999999996
9504,81,800,12,9768.96
6165,93,542,51,-1862.9099999999999
4986,62,625,96,-34312.56
6224,51,155,72,-15557.440000000002
3751,85,609,9,4118.29
4091,1,935,95,-40126.75
6614,64,336,89,-26582.11
5321,97,167,81,-19036.510000000002
9451,14,665,49,-1651.9099999999999
6893,89,452,9,7296.29
6037,44,756,39,284.8899999999994
3637,21,801,52,-8547.640000000001
4725,28,686,38,-1301.04
9865,22,234,64,-8838.36
8396,32,600,65,-10268.75
5789,6,591,83,-27537.989999999998
8753,56,214,76,-15351.16
8124,83,577,18,8027.16
6990,93,995,66,-8259.96
2368,89,633,27,1191.6099999999997
1098,59,697,80,-25606.0
13,36,968,31,-3589.51
7543,92,971,61,-5115.110000000001
550,88,380,41,-4095.710000000001
1315,48,918,3,1414.81
1731,6,49,74,-24712.16
3002,46,287,45,-4870.75
8763,65,929,50,-262.0
7138,44,970,31,3783.49
2099,64,979,89,-31097.11
5243,37,777,20,4019.0
5698,99,406,74,-13863.16
6845,82,713,28,5291.5599999999995
1219,73,763,27,-389.3900000000003
5739,53,377,53,-5244.1900000000005
9759,79,223,91,-23711.71
6357,28,968,80,-22827.0
1596,67,804,87,-29738.79
4492,92,429,53,-4424.1900000000005
1362,97,629,6,1767.24
6093,63,470,36,1997.6399999999994
7115,9,521,82,-25161.840000000004
910,62,74,26,-797.1600000000003
5232,33,623,79,-22804.31
2024,57,407,33,-1441.9899999999998
3383,8,236,33,-1699.9899999999998
9576,8,835,21,7578.6900000000005
6887,43,99,25,4893.25
7728,58,508,99,-34652.91
4619,91,857,86,-23869.36
3255,91,538,7,3651.41
3643,46,202,44,-3838.76
5846,72,961,77,-17721.39
6086,79,174,37,2287.21
1944,86,35,48,-5240.639999999999
3233,70,923,55,-7769.75
7308,67,73,62,-7412.040000000001
2158,50,941,42,-4403.24
1376,73,22,83,-26389.989999999998
4699,3,179,88,-33060.04
101,13,853,18,-1255.8400000000001
260,28,915,79,-28171.31
8062,55,832,72,-13431.440000000002
1842,58,292,28,-383.44000000000005
6270,30,471,24,4161.84
8439,19,284,62,-9257.04
1150,91,632,22,775.56
1546,23,240,29,-1916.3100000000004
4382,88,454,9,4776.29
2158,35,607,32,-1749.8400000000001
7464,88,35,49,-12.909999999999854
7694,11,38,98,-38383.64
9803,41,873,18,8950.16
3785,98,34,11,4268.89
1087,47,234,99,-42382.91
566,42,492,54,-11483.560000000001
8245,65,245,87,-23263.79
2626,62,803,10,2755.0
2778,95,798,32,790.1599999999999
9692,95,969,17,9888.01
4436,1,253,59,-12596.71
802,51,445,70,-19687.0
7455,72,175,10,7684.0
2949,72,199,38,-1405.04
5715,78,540,68,-11684.84
7899,47,417,27,5588.61
1464,17,269,5,1426.25
2467,72,453,79,-22488.31
4200,46,357,74,-19283.16
1674,4,884,62,-16952.04
2868,75,165,80,-22556.0
2218,28,363,87,-32509.79
3273,54,43,40,-2423.0
7086,57,33,60,-7170.0
4192,31,924,26,1678.8399999999997
8745,77,635,62,-5355.040000000001
1023,1,161,84,-33537.96
7818,34,642,71,-14519.310000000001
8035,86,920,44,2313.24
8719,51,638,25,6925.25
4239,62,737,94,-33317.76
6265,67,91,62,-8455.04
9981,24,472,48,-179.63999999999942
9556,32,402,74,-14963.16
547,80,312,76,-21733.16
5191,12,511,63,-13540.79
5297,57,11,46,-2470.5599999999995
8218,15,571,14,7465.64
3820,34,202,45,-4592.75
3789,14,463,32,-790.8400000000001
6004,73,644,51,-3043.91
1454,33,968,63,-15954.79
1320,29,305,57,-12979.59
5250,62,802,71,-15099.310000000001
7027,59,405,26,5241.84
219,81,263,8,552.76
8738,28,371,7,8693.41
1913,87,848,78,-21173.440000000002
2412,99,113,45,-3075.75
7212,26,47,25,4793.25
4173,47,906,23,2656.61
2872,86,632,49,-4702.91
4463,98,750,5,4830.25
671,13,294,67,-20498.99
6621,39,167,30,3372.0
2400,91,235,89,-28393.11
2403,27,133,3,2439.81
7993,5,143,42,-458.2399999999998
5865,79,956,29,4026.6899999999996
9857,68,13,53,-331.1900000000005
529,16,362,94,-41351.76
5456,45,873,51,-5019.91
479,78,684,88,-30680.04
5014,57,88,39,-231.11000000000058
5330,28,41,39,-1046.1100000000006
9277,41,510,74,-14576.16
9818,30,459,92,-28980.239999999998
7697,70,223,13,7777.21
5158,41,311,26,2904.8399999999997
4168,82,960,97,-34076.19
3275,65,727,68,-15008.84
9370,61,516,27,7437.61
6712,42,342,11,6579.89
5793,63,459,41,122.28999999999905
7540,69,344,90,-26021.0
4668,82,48,25,3649.25
1508,27,537,28,-1585.44
514,13,801,51,-11593.91
8690,8,754,4,8643.44
7294,7,311,22,5071.5599999999995
6532,96,833,39,2807.8899999999994
353,13,935,65,-19546.75
6503,15,586,51,-5502.91
5748,66,47,79,-19681.31
9869,81,508,77,-13005.39
7733,70,246,49,-625.9099999999999
8685,26,762,70,-13554.0
9639,67,233,26,8061.84
5164,21,724,11,4800.89
1408,46,665,60,-13508.0
8176,27,96,42,648.7600000000002
400,14,854,74,-25451.16
6288,74,997,84,-22140.96
1715,93,21,57,-8936.59
654,17,815,7,532.41
183,16,154,16,-817.96
3775,19,691,80,-26129.0
8952,68,482,77,-14923.39
9438,59,580,30,6789.0
8758,80,560,53,-794.1900000000005
4309,2,700,65,-16305.75
5824,18,804,76,-21168.16
5161,11,476,17,3929.01
6950,24,313,60,-9286.0
2459,99,329,43,-2362.59
3409,11,489,67,-17894.99
6967,75,204,78,-17055.440000000002
4966,83,219,68,-12093.84
150,60,795,98,-41125.64
4125,58,175,49,-4821.91
7422,97,331,5,7784.25
9685,8,121,2,9681.36
1185,37,100,1,1217.09
9107,26,731,85,-24157.75
631,91,779,49,-6698.91
8026,94,10,12,8446.96
5489,17,350,45,-3688.75
2955,57,894,13,2866.21
2713,74,336,92,-32037.239999999998
751,38,469,77,-25434.39
912,86,132,44,-4809.76
3871,71,46,6,4120.24
6007,33,486,96,-36075.56
4901,26,10,33,412.0100000000002
5901,82,148,68,-11226.84
7318,56,355,29,4812.69
2169,6,642,35,-3635.75
2875,55,777,24,1366.8400000000001
3269,41,700,83,-27152.989999999998
8923,50,433,59,-5218.709999999999
319,20,402,3,334.81
261,16,642,56,-14240.76
6171,97,928,27,5210.61
2060,97,464,84,-24436.96
5478,74,941,41,258.28999999999905
16,40,416,63,-16951.79
9038,55,196,40,3382.0
5457,51,296,9,5518.29
6903,32,9,23,5041.610000000001
3448,13,295,57,-11763.59
1455,5,237,97,-44258.19
2574,81,846,37,-1150.79
180,34,679,32,-3759.84
654,61,592,91,-34454.71
4913,70,840,90,-28558.0
6706,58,99,29,4258.69
7994,84,85,24,7181.84
8303,36,804,86,-24915.36
5627,15,666,65,-14142.75
120,37,809,32,-3723.84
6930,79,817,26,5664.84
5241,76,809,66,-11130.96
7488,4,987,62,-11138.04
1654,76,633,10,1923.0
9260,56,437,61,-5594.110000000001
5730,28,438,29,2412.6899999999996
2098,85,759,83,-24671.989999999998
8281,24,429,99,-37465.91
1491,64,363,41,-4138.710000000001
483,19,133,53,-12302.19
1827,22,206,53,-10799.19
1066,33,779,42,-6209.24
4379,56,94,10,4448.0
3876,14,225,49,-7226.91
8704,91,994,71,-9586.310000000001
5179,28,64,12,4807.96
9002,10,116,86,-26452.36
8191,45,198,39,2477.8899999999994
5988,2,482,90,-33603.0
9620,97,963,80,-14044.0
2857,34,104,76,-22919.16
9067,22,148,14,8412.64
183,50,628,9,235.28999999999996
9490,37,553,98,-34039.64
4987,79,642,70,-13542.0
4223,60,103,86,-26931.36
9768,34,162,76,-16008.16
3901,47,141,84,-26795.96
5021,15,429,87,-30837.79
5015,95,276,24,4466.84
4198,97,305,71,-13666.310000000001
1866,74,111,28,88.55999999999995
8010,61,860,33,4676.01
7230,26,710,58,-7779.240000000002
6247,96,546,93,-27291.590000000004
4926,74,924,61,-8830.11
7831,63,271,54,-3084.5600000000013
5425,61,869,54,-5598.560000000001
9529,66,770,39,4634.889999999999
9961,43,753,58,-4062.2400000000016
9375,89,109,13,9702.21
7145,69,170,61,-6916.110000000001
1358,37,559,14,913.64
515,28,497,1,538.09
3496,61,286,92,-32450.239999999998
3370,96,828,44,-1911.7600000000002
7538,79,808,5,7810.25
5015,85,286,94,-30379.760000000002
2751,43,641,51,-7826.91
7004,95,684,98,-30841.64
1705,29,898,17,779.01
378,4,44,54,-13723.560000000001
3744,64,7,64,-12271.36
6076,25,477,22,4249.5599999999995
1685,27,292,49,-8780.91
8354,62,836,78,-16682.440000000002
9517,67,401,37,5274.21
8437,31,763,97,-34754.19
5773,95,74,50,-1752.0
9356,23,838,72,-14441.440000000002
4162,90,891,2,4322.36
3265,33,540,61,-12992.11
913,45,562,62,-15171.04
3800,30,504,38,-2150.04
7861,11,101,83,-25050.989999999998
7113,14,704,31,2828.49
6099,4,985,8,5816.76
3191,63,17,77,-21069.39
7019,89,112,45,1081.25
1195,34,960,4,1252.44
3621,27,2,89,-32868.11
8776,74,360,23,7880.610000000001
8122,64,199,90,-25889.0
7639,43,197,55,-4848.75
814,86,459,64,-13793.36
3061,18,986,77,-24664.39
1953,43,158,7,2013.41
7214,47,902,29,4447.69
681,7,180,75,-26412.75
8020,71,767,99,-33073.91
7191,6,601,42,-1218.2399999999998
7050,52,741,43,207.40999999999985
5523,53,874,38,446.96000000000004
2211,83,5,19,2015.49
2682,98,977,3,2931.81
5869,19,563,40,-1227.0
126,4,92,46,-10079.56
6482,36,709,14,6023.64
6636,47,442,9,6661.29
5672,84,780,31,3557.49
1802,72,134,87,-29097.79
6069,56,835,24,4584.84
9859,67,405,75,-12734.75
2742,94,198,85,-24742.75
6591,86,923,1,6672.09
7803,7,240,71,-16451.31
8557,56,323,36,4209.639999999999
9554,5,425,51,-2961.91
544,16,117,64,-18543.36
1053,83,912,56,-9696.76
1183,35,112,75,-23810.75
8735,18,56,17,7622.01
3349,44,751,63,-13366.79
3645,72,155,58,-8696.240000000002
22,31,86,49,-10247.91
6526,63,387,13,6515.21
854,61,994,57,-11621.59
1416,93,22,75,-19227.75
7458,48,148,46,-723.5599999999995
6875,96,601,44,1593.2399999999998
9001,46,594,95,-30941.75
6729,87,659,76,-15019.16
8741,63,884,24,7424.84
1290,23,976,93,-39037.590000000004
2127,6,193,42,-6282.24
2274,4,510,62,-16352.04
4271,9,87,45,-5266.75
1423,86,764,31,-629.5100000000002
1800,93,500,25,1056.25
6318,83,256,9,6667.29
830,80,834,99,-39372.91
5436,25,433,24,3207.84
2498,70,143,70,-16661.0
5332,78,742,70,-13267.0
3157,73,511,40,-1779.0
460,20,184,35,-4854.75
6637,57,691,96,-33141.56
5069,46,801,75,-19099.75
715,21,352,70,-21874.0
179,22,912,75,-25789.75
6322,6,781,63,-12787.79
9357,82,939,7,9690.41
1037,69,797,43,-5074.59
3404,36,40,65,-15000.75
3187,43,901,11,3065.89
9236,84,805,27,7924.61
139,3,458,38,-6837.04
1860,5,824,73,-23940.39
1286,65,308,19,748.49
2562,14,593,93,-38602.590000000004
5394,79,469,15,5474.25
4613,81,355,52,-4451.640000000001
8548,72,114,64,-6955.360000000001
1000,39,254,87,-32770.79
9,91,946,19,-34.50999999999999
343,14,665,59,-15922.71
3985,19,398,39,-2742.1100000000006
7018,47,413,41,691.289999999999
2969,1,657,57,-12926.59
9565,14,559,43,1088.4099999999999
9632,26,467,79,-18957.31
7178,70,949,63,-7899.790000000001
2457,52,429,18,1802.1599999999999
833,62,419,56,-11092.76
7235,30,710,82,-23319.840000000004
9062,99,780,89,-21019.11
3391,30,688,34,-1264.96
3933,55,651,32,665.1599999999999
8181,59,86,85,-22278.75
2954,11,610,74,-23119.16
9272,97,878,17,9502.01
7897,17,63,48,-2599.6399999999994
7336,68,345,35,3701.25
9593,88,721,95,-26359.75
3788,73,738,26,2366.8399999999997
7182,80,510,39,2833.8899999999994
9034,48,865,16,8545.04
7000,69,472,65,-9259.75
1818,45,800,11,1718.8899999999999
6879,32,994,61,-9439.11
8649,20,227,17,7570.01
5396,37,332,76,-20152.16
2898,41,525,69,-17649.510000000002
9436,81,492,87,-20680.79
5261,41,454,29,2320.6899999999996
9597,33,831,43,1937.4099999999999
3616,94,6,26,2740.8399999999997
9288,96,751,12,9732.96
4854,99,933,46,-981.5599999999995
9671,69,278,43,3559.41
4487,25,373,30,818.0
8296,74,52,81,-17924.510000000002
8035,9,968,67,-13402.990000000002
7565,54,928,93,-29879.590000000004
4547,49,324,29,1838.6899999999996
8470,2,468,58,-7931.240000000002
2145,81,241,51,-6494.91
8601,72,45,91,-25506.71
8164,78,623,35,4879.25
4942,92,782,38,1347.96
4807,99,616,79,-18015.31
1415,80,657,61,-11975.11
8794,6,322,66,-12197.96
5639,62,175,73,-16000.39
5933,41,855,62,-10399.04
3867,98,87,53,-4731.1900000000005
1313,25,671,11,993.89
5364,87,194,88,-25003.04
3441,94,215,14,3794.64
5062,21,467,26,2288.8399999999997
4934,58,535,18,4387.16
8754,81,14,8,9087.76
8286,10,159,37,1934.21
860,63,604,19,284.49
1980,40,814,54,-10177.560000000001
21,50,272,98,-42234.64
1522,24,463,72,-22203.440000000002
201,52,456,66,-17754.96
1465,65,883,52,-8431.640000000001
2848,31,475,8,2781.76
3318,47,690,80,-24346.0
9561,30,680,68,-11102.84
2559,56,307,67,-15729.990000000002
1243,20,142,40,-5813.0
9066,77,992,14,9181.64
8923,16,41,32,4407.16
7252,76,930,15,7287.25
4739,29,531,76,-21417.16
6292,53,722,2,6378.36
7868,82,935,83,-19150.989999999998
7088,11,59,39,48.88999999999942
7514,10,265,17,6265.01
1156,69,516,87,-30004.79
3018,5,939,31,-1545.5100000000002
9016,53,230,58,-4427.240000000002
3437,13,817,15,2527.25
63,40,542,26,-2216.1600000000003
1777,41,104,82,-27875.840000000004
5898,59,632,35,1948.25
3290,41,711,13,2993.21
5579,64,636,41,-50.710000000000946
5483,78,750,21,4955.6900000000005
4460,70,220,67,-12890.990000000002
6275,52,119,62,-9375.04
5268,34,20,29,2124.6899999999996
1200,34,740,4,1257.44
9692,63,571,11,9790.89
3011,99,206,10,3510.0
6793,72,560,20,6269.0
8723,21,342,71,-14537.310000000001
6530,44,824,69,-13810.510000000002
704,62,287,80,-25760.0
9347,39,923,28,6589.5599999999995
2521,42,324,66,-16094.96
9480,62,216,94,-28076.760000000002
4999,39,845,73,-18319.39
3568,5,71,75,-23675.75
177,9,304,29,-3691.3100000000004
9631,80,970,61,-3759.1100000000006
5226,26,158,41,-1961.710000000001
7514,94,130,74,-12417.16
9984,99,650,46,4148.4400000000005
950,91,404,55,-8897.75
2313,34,965,31,-1351.5100000000002
855,10,312,9,547.29
3832,83,502,23,3143.61
5803,46,231,52,-5081.640000000001
5141,88,114,49,-2335.91
2124,5,518,46,-8035.5599999999995
2213,5,233,17,879.01
5520,99,111,98,-31933.64
3379,9,524,49,-7968.91
4066,24,506,92,-35284.24
5197,61,251,55,-6300.75
6919,36,478,22,5334.5599999999995
8487,87,746,78,-14599.440000000002
3086,81,137,32,650.1599999999999
2413,10,665,58,-13524.240000000002
2766,40,540,15,2261.25
3258,90,865,40,-998.0
5850,47,516,77,-19642.39
2295,91,974,74,-17858.16
2704,47,948,80,-24960.0
7295,96,569,58,-3654.2400000000016
6905,13,728,13,6244.21
3103,6,529,8,2836.76
143,29,462,92,-38747.24
5277,48,259,46,-2904.5599999999995
9074,39,589,16,8441.04
6515,2,784,10,6044.0
8834,14,932,83,-23828.989999999998
242,60,285,82,-27852.840000000004
7256,27,728,43,-661.5900000000001
5149,93,293,97,-32028.190000000002
445,47,458,3,541.81
2370,24,9,21,708.69
230,77,801,72,-19679.440000000002
972,83,931,3,1176.81
3848,44,795,35,-626.75
3047,21,115,88,-33128.04
5092,17,476,49,-5863.91
7624,21,429,65,-11755.75
2504,45,676,46,-5815.5599999999995
7016,2,506,34,1408.04
5924,6,335,99,-41604.91
1407,65,238,21,606.69
2438,79,816,23,1657.6100000000001
9566,51,26,55,-2481.75
3694,87,558,1,3776.09
3092,78,165,79,-21389.31
5049,31,849,49,-5220.91
6121,41,639,69,-14426.510000000002
1589,70,627,88,-30274.04
2979,55,834,20,2115.0
4375,70,609,68,-13568.84
6355,85,467,13,6630.21
7724,93,83,16,7955.04
1174,4,126,40,-6522.0
1298,79,31,16,1305.04
7863,56,943,3,7986.81
7252,94,895,89,-23274.11
9751,92,656,2,9915.36
9313,25,443,40,2457.0
5146,81,418,19,4912.49
947,78,536,41,-4108.710000000001
4551,6,653,56,-10510.76
2964,18,83,82,-28574.840000000004
6079,65,698,58,-6668.240000000002
8291,20,977,52,-3945.6400000000012
116,82,229,55,-10226.75
1437,16,960,34,-3694.96
1347,1,565,55,-13450.75
8993,5,326,21,6932.6900000000005
24,67,270,16,-160.96000000000004
2085,39,379,97,-40330.19
3518,72,963,96,-34820.56
6878,73,847,83,-20887.989999999998
7269,18,384,79,-21952.31
4067,75,174,14,4154.64
7721,10,561,23,5353.610000000001
7258,81,436,33,4584.01
5496,74,25,18,5237.16
5411,21,808,10,5130.0
5164,61,549,97,-35117.19
1737,98,894,40,-2199.0
5219,8,574,73,-20362.39
4270,86,997,5,4577.25
1276,76,284,18,1053.1599999999999
6865,6,832,48,-4159.639999999999
6959,29,769,68,-13772.84
5766,10,225,89,-32236.11
1462,45,41,69,-18809.510000000002
3474,27,107,60,-12582.0
7844,11,290,83,-25067.989999999998
6033,7,141,68,-16194.84
4663,77,849,85,-24266.75
3153,71,969,29,1082.6899999999996
9950,99,504,39,6342.889999999999
5774,82,355,2,5918.36
3563,47,477,40,-2413.0
1692,40,468,93,-37054.590000000004
6075,18,810,55,-7787.75
5369,86,255,93,-29099.590000000004
2702,34,287,27,40.60999999999967
1431,23,534,33,-3156.99
7672,24,983,73,-16741.39
1302,34,655,99,-43454.91
1298,98,754,75,-18970.75
9439,6,713,14,8560.64
1332,97,258,91,-30500.71
1808,20,303,32,-2579.84
1229,46,582,76,-23635.16
9734,41,29,53,-1885.1900000000005
2749,28,252,80,-26435.0
8885,75,770,80,-16539.0
4623,75,737,96,-33427.56
9309,40,8,52,-1887.6400000000012
1823,98,451,72,-16574.440000000002
1616,48,306,19,755.49
2757,77,312,50,-5668.0
2631,99,491,29,1372.6899999999996
9092,66,838,24,7847.84
1887,75,55,41,-3291.710000000001
4053,55,655,86,-27531.36
5434,85,288,87,-24334.79
9547,71,963,97,-29764.190000000002
4217,27,973,95,-37530.75
6690,93,242,24,6093.84
4365,46,136,94,-34695.76
629,9,62,4,586.44
6333,79,820,13,6530.21
1116,87,19,58,-10355.240000000002
6602,33,843,97,-36395.19
3853,45,365,11,3753.89
3445,51,690,93,-34278.590000000004
3090,61,396,81,-24183.510000000002
9073,80,570,31,6834.49
5377,87,319,51,-2956.91
5073,75,821,1,5143.09
6447,25,279,2,6477.36
4475,24,488,22,2626.56
323,71,716,26,-1150.1600000000003
1652,88,534,54,-7913.560000000001
7997,60,213,3,8132.81
5658,55,808,37,971.21
8420,90,645,87,-20913.79
4483,22,480,30,724.0
416,43,578,24,-1380.1599999999999
9429,88,826,20,9225.0
6879,83,689,57,-4342.59
8552,75,737,27,6997.61
5431,94,378,47,-997.1900000000005
2927,71,139,19,2503.49
4499,73,134,53,-5424.1900000000005
7877,54,400,38,2838.96
7837,37,930,96,-33861.56
8074,3,203,50,-4051.0
6174,63,666,23,5025.610000000001
7149,54,123,60,-7287.0
8484,47,936,31,5222.49
1579,60,96,27,-380.3900000000003
9431,31,993,67,-10532.990000000002
3969,7,618,2,3963.36
9195,45,965,95,-30842.75
3734,25,528,41,-3494.710000000001
1277,93,206,28,31.559999999999945
7337,7,576,50,-4588.0
3888,3,584,30,-441.0
8029,99,284,63,-5221.790000000001
691,45,865,58,-13216.240000000002
9131,65,173,76,-14289.16
702,37,969,39,-5323.110000000001
